UPC,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12
670000041558,585,,,,2,,,,,,,,,,,,,,,,,
670000041558,586,,,,,,5,,,,,,,,,,,,,,,4
670000041558,588,,,,,,,,2,,,,,,,,,,,,,
670000041558,591,,,,,,,,,,,,,,,,,,,1,,
670000041558,592,,,,1,,,,,,,,,,,,,,,,,
670000041558,595,,,,5,,5,,,,,,,,,,,,,3,,
670000041558,596,,,,,,,,,,,,,,,,,,,,,5
670000041558,599,,,,,,,,,,,,,,,,,,,20,,
670000041558,605,,,,,,14,,,,,,,,,,,,,,,
670000041558,610,,,10,,,,,5,20,,,,,,,,,,,,
670000041558,614,15,,,,,7,,,,,,,,,,,,,,,
670000041558,615,,,,,2,,2,,,,,,,,,,,,,,3
670000041558,617,,,,,,,3,,,,,,,,,,,,,,
670000041558,618,,15,-13,,12,,,,,,,,,,,,,,5,,
670000041558,619,,,,,,,,,,,,,,,,,,,,3,
670000041558,621,,,1,,,,,,,,,,,,,,,,,,
670000041558,625,,,,,,,,,,,,,,,,,,,8,,20
670000041558,629,,,,,1,,,2,,,,,,,,,,,1,,1
670000041558,631,,,,,,20,,,,,,,,,,,,,,,
670000041558,633,,,,2,,,5,,,,,,,,,,,,,,
670000041558,634,,,,,,,15,,,,,,,,,,,,,,
670000041558,635,,,,,,,,,,,,,,,,,,,5,,
670000041558,636,,,,3,20,,,4,,,,,,,,,,,5,,
670000041558,644,,1,,3,,,,,,,,,,,,,,,,,
670000041558,645,,,1,,,,,,,,,,,,,,,,,,
670000041558,646,,,,,,,10,,,,,,,,,,,,20,,
670000041558,650,,,,,,4,,,,,,,,,,,,,,,
670000041558,652,,,,5,3,3,5,5,,,,,,,,,,,,,
670000041558,654,,,,,,2,2,,,,,,,,,,,,,,
670000041558,656,,,,,,,,,,,,,,,,,,,2,,
670000041558,657,,,,,,,1,,,,,,,,,,,,1,,
670000041558,658,,,,,,,,,,,,,,,,,,,5,5,
670000041558,659,,,,3,,,,5,,,,,,,,,,,,,
670000041558,660,6,,5,,,,,,,,,,,,,,,,,,
670000041558,662,,,,,,,10,,,,,,,,,,,,10,,
670000041558,664,,,,10,,,,,,,,,,,,,,,,,
670000041558,666,,5,,,5,,,,,,,,,,,,,,,,
670000041558,667,,,,,,,8,,6,,,,,,,,,,,10,
670000041558,668,,,,,,,,,,,,,,,,,,,10,,
670000041558,669,,,,,,5,,,,,,,,,,,,,,,
670000041558,670,,,,,,,,,,,,,,,,,,,,,13
670000041558,672,,,,,,,,,,,,,,,,,,,,2,
670000041558,673,,,,,10,,,,,,,,,,,,,,5,,
670000041558,675,,,,,8,,,,,,,,,,,,,,,,
670000041558,676,,,,,,,,5,,,,,,,,,,,7,,
670000041558,678,,,,,,,,,,,,,,,,,,,5,,
670000041558,682,,,,1,,,,,,,,,,,,,,,,,
670000041558,683,,,4,,1,0,,,,,,,,,,,,,,,
670000041558,686,,,,,10,,,,,,,,,,,,,,,,
670000041558,687,3,,,,,,,,,,,,,,,,,,,,
670000041558,688,,,,,,,10,18,,,,,,,,,,,5,,
670000041558,691,,,,1,,,4,,,,,,,,,,,,,4,
670000041558,692,,2,2,,7,,,,,,,,,,,,,,,3,
670000041558,696,,20,,10,,65,25,240,,,,,,,,,,,,,10
670000041558,697,,,,,10,,7,5,,,,,,,,,,,,,
670000041558,699,,,,3,5,,5,,,,,,,,,,,,5,,
670000041558,701,5,,,,,,5,5,0,,,,,,,,,,,3,
670000041558,705,,2,,,,,,10,,,,,,,,,,,,,5
670000041558,706,,,,0,,,5,,,,,,,,,,,,,,
670000041558,707,,,,,,,,10,,,,,,,,,,,1,,2
670000041558,708,,,5,5,,,5,,,,,,,,,,,,,5,
670000041558,709,5,,,10,20,,,,,,,,,,,,,,,,
670000041558,711,,,,,,,,10,,,,,,,,,,,,,
670000041558,714,,,,,,,,,,,,,,,,,,,3,,
670000041558,715,,,,,,,,,,,,,,,,,,,10,,
670000041558,716,,,,5,,,,,,,,,,,,,,,,,
670000041558,721,,,,,,,,,,,,,,,,,,,,3,
670000041558,722,,,6,2,15,,,25,,,,,,,,,,,,,
670000041558,723,,,,,7,,5,,,,,,,,,,,,,,
670000041558,724,,,,,,,2,,,,,,,,,,,,,,
670000041558,725,,,,,,,,,,,,,,,,,,,,,3
670000041558,726,,,2,5,1,,,,,,,,,,,,,,,,
670000041558,727,,,,,,15,,,,,,,,,,,,,,,
670000041558,728,,,,5,,,,,,,,,,,,,,,,,
670000041558,729,,,,,,,,,25,,,,,,,,,,,,
670000041558,731,,,,,,0,,,,,,,,,,,,,,,
670000041558,732,,,,5,6,2,,,,,,,,,,,,,,,
670000041558,733,,,,5,,,,,,,,,,,,,,,,3,
670000041558,734,,,,,5,,0,,,,,,,,,,,,,4,
670000041558,735,,,,,4,,,,,,,,,,,,,,,5,5
670000041558,737,,,,,,,65,,,,,,,,,,,,,,4
670000041558,739,,,,5,6,,10,,,,,,,,,,,,,,
670000041558,742,,,,,20,7,,25,,,,,,,,,,,,140,170
670000041558,743,,,,,,85,,25,,,,,,,,,,,,,
670000041558,744,1,,,,7,,,3,,,,,,,,,,,,,
670000041558,745,,,10,10,50,,,,0,,,,,,,,,,,,
670000041558,747,,,,,,8,12,,10,,,,,,,,,,,,
670000041558,748,,,5,-5,-1,,,,,,,,,,,,,,5,,
670000041558,749,,,,,,40,,,,,,,,,,,,,20,10,
670000041558,750,,,,10,,,,,,,,,,,,,,,10,,
670000041558,753,,,,,4,,,5,,,,,,,,,,,,,2
670000041558,755,,,,,3,,,,,,,,,,,,,,,,
670000041558,758,,,,,,,,5,,,,,,,,,,,,,5
670000041558,759,,,,,10,,,,,,,,,,,,,,,,
670000041558,760,,,,,8,,,,,,,,,,,,,,,,
670000041558,762,,,,,,,,,2,,,,,,,,,,,,
670000041558,763,,,12,,,10,20,,,,,,,,,,,,,,3
670000041558,767,,,1,,1,,,,,,,,,,,,,,,,
670000041558,770,,,,,,,,,,,,,,,,,,,,10,
670000041558,771,,,,,10,,3,,,,,,,,,,,,,3,
670000041558,772,,,,,,,,,,,,,,,,,,,2,,
670000041558,775,,,,1,,2,,2,,,,,,,,,,,,,
670000041558,776,,3,,6,10,,,10,,,,,,,,,,,,3,
670000041558,781,,,,1,,,,,,,,,,,,,,,,,
670000041558,782,,,,30,50,,10,,30,,,,,,,,,,,,
670000041558,783,,,,,,,2,,,,,,,,,,,,,4,2
670000041558,785,,,,,,,,,10,,,,,,,,,,,,
670000041558,787,,,,,2,,,,,,,,,,,,,,,,
670000041558,788,,5,,,20,,14,,,,,,,,,,,,,,
670000041558,789,,,5,1,3,,3,,,,,,,,,,,,,15,
670000041558,795,,,10,60,,,,60,,,,,,,,,,,,20,
670000041558,796,,,3,3,8,,5,,,,,,,,,,,,,,
670000041558,797,,,,,,,5,25,,,,,,,,,,,,,
670000041558,798,,,,,,10,,,,,,,,,,,,,,,5
670000041558,799,,,,,,,,,,,,,,,,,,,5,,
670000041558,801,2,,,,,,,,,,,,,,,,,,,5,5
670000041558,802,,,,,,10,,,,,,,,,,,,,,5,
670000041558,803,,,,,2,,2,,,,,,,,,,,,,2,
670000041558,804,,,,10,,3,,,,,,,,,,,,,,,
670000041558,806,,5,,9,7,5,,10,,,,,,,,,,,,5,
670000041558,807,,,,,,,,,,,,,,,,,,,,2,
670000041558,808,,2,,,,,,,,,,,,,,,,,,1,
670000041558,809,,,,2,7,,,,,,,,,,,,,,,,
670000041558,811,,,,,,,9,,,,,,,,,,,,,,
670000041558,812,,,,,7,,,,,,,,,,,,,,,,
670000041558,813,,,,10,10,,,,,,,,,,,,,,,,
670000041558,814,,,,,,,,1,,,,,,,,,,,,,
670000041558,815,,,,2,,,,8,,,,,,,,,,,,,
670000041558,816,,,,,25,,,,,,,,,,,,,,,,
670000041558,817,,,,,,,2,4,,,,,,,,,,,,5,
670000041558,818,,,,,,,25,,,,,,,,,,,,,,
670000041558,821,,,3,,,,,,,,,,,,,,,,,,
670000041558,823,,,,,,5,,,,,,,,,,,,,,,
670000041558,826,,,,,,,5,,,,,,,,,,,,,,
670000041558,828,,,,,,,5,,10,,,,,,,,,,,,
670000041558,829,,,,,,,,,,,,,,,,,,,,9,
670000041558,831,,2,,,,,,,,,,,,,,,,,5,,
670000041558,832,2,,,,7,,,,,,,,,,,,,,,,
670000041558,836,,,,,,,,,1,,,,,,,,,,,,
670000041558,838,,2,,,,,,,,,,,,,,,,,,,
670000041558,840,,10,,,,20,,,,,,,,,,,,,,,
670000041558,841,,,,,10,,,,,,,,,,,,,,,,
670000041558,843,,,,2,,,,,,,,,,,,,,,,,
670000041558,844,,10,,,,,,15,,,,,,,,,,,,,
670000041558,849,,,5,,,,,,,,,,,,,,,,,,
670000041558,850,,,2,,,,,,,,,,,,,,,,,,
670000041558,852,,,4,5,,,,,,,,,,,,,,,,,
670000041558,853,,,,,,15,,,,,,,,,,,,,,,
670000041558,855,,,10,,,,,,,,,,,,,,,,,,
670000041558,856,,,3,,,,,,,,,,,,,,,,,,
670000041558,857,,,,,,12,,,,,,,,,,,,,,,
670000041558,858,,,,3,,,,,,,,,,,,,,,,,
670000041558,860,,,10,10,,,5,3,,,,,,,,,,,,,
670000041558,861,,,5,,,3,10,,,,,,,,,,,,,,
670000041558,863,,,2,,,,2,1,,,,,,,,,,,,,
670000041558,865,,,,,,5,,,,,,,,,,,,,,,
670000041558,867,,,,2,,,,,,,,,,,,,,,,,
670000041558,869,,,,2,,,,,,,,,,,,,,,,,
670000041558,873,,,,8,10,15,,,,,,,,,,,,,,,
670000041558,874,,,,,10,,,,,,,,,,,,,,,,
670000041558,876,,,,,2,10,,,,,,,,,,,,,,,
670000041558,877,,,,5,,,,2,17,,,,,,,,,,,,
670000041558,879,,,,,10,,,,,,,,,,,,,,,,
670000041558,885,,,,,2,,,5,,,,,,,,,,,,,
670000041558,887,,,,,10,,10,,,,,,,,,,,,,,
670000041558,889,,,,,4,,,,,,,,,,,,,,,,
670000041558,890,,,,,8,,,,,,,,,,,,,,,,
670000041558,891,,,,,1,6,0,,,,,,,,,,,,,,
670000041558,895,,,,,,,,5,,,,,,,,,,,,,
670000041558,897,,,,,,,2,,,,,,,,,,,,,,
670000041558,899,,,,,,1,,10,,,,,,,,,,,,,
670000041558,900,,,,,,4,,5,8,,,,,,,,,,,,
670000041558,901,,,,,,5,2,,5,,,,,,,,,,,,
670000041558,903,,,,,,,6,,,,,,,,,,,,,,
670000041558,911,,,,,,,,,3,,,,,,,,,,,,
670000041558,915,,,,,,,,,,,,,,,,,,,20,,
670000041558,918,,,1,1,1,,,,,,,,,,,,,,,,
670000041558,919,,,,,,3,,,,,,,,,,,,,,,
670000041558,928,,,,,,,,20,,,,,,,,,,,,,
670000041558,931,,,,,,,,0,20,,,,,,,,,,20,,
670000041558,935,,,,,,,,,,,,,,,,,,,6,,
670000041558,960,,,,,,,10,,,,,,,,,,,,,,
670000041558,963,,,,,,,,,,,,,,,,,,,,1,
670000041558,964,,,,3,,5,,6,,,,,,,,,,,,2,3
670000041558,965,,,9,6,,10,15,,,,,,,,,,,,,,
670000041558,969,,,,,12,,,,,,,,,,,,,,,,
670000041558,970,,,2,,,,,,,,,,,,,,,,,,
670000041558,971,,,,,,,2,1,,,,,,,,,,,,,
670000041558,972,,,2,10,8,,,,,,,,,,,,,,,,
670000041558,973,,,,1,,,,,,,,,,,,,,,,,
670000041558,974,,,,10,,,,,,,,,,,,,,,,,
670000041558,975,,,,,,,2,,,,,,,,,,,,4,,
670000041558,976,,,,,,,2,,,,,,,,,,,,,,
670000041558,977,,,,2,,,,,,,,,,,,,,,,2,
670000041558,978,,,,10,,,,,,,,,,,,,,,,,
670000041558,979,,,,3,,,,,,,,,,,,,,,,,
670000041558,980,,,,10,,10,,13,,,,,,,,,,,,8,
670000041558,981,,,,,,,,,2,,,,,,,,,,3,,
670000041558,982,5,,,,,,,,,,,,,,,,,,,,
670000041558,983,,,,1,,,,,,,,,,,,,,,,,
670000041558,984,,,,,,2,,,,,,,,,,,,,,,
670000041558,985,,,,,,,4,,,,,,,,,,,,,10,
670000041558,986,,,,,,10,,10,,,,,,,,,,,,6,
670000041558,987,,,,3,,,,,,,,,,,,,,,,,
670000041558,988,,,,,,,1,,,,,,,,,,,,,,
670000041558,989,,,,5,,,,,,,,,,,,,,,,,
670000041558,990,,,,,7,2,5,,,,,,,,,,,,,,
670000041558,991,,,,2,5,,,,,,,,,,,,,,,,
670000041558,992,,,,,10,,,,12,,,,,,,,,,,,
670000041558,993,,,,,,,,,,,,,,,,,,,,16,
670000041558,994,,,,,,,,1,,,,,,,,,,,,,
670000041558,995,,,,5,10,,12,,,,,,,,,,,,,,
670000041558,996,,,,,,,5,10,5,,,,,,,,,,,,
670000041558,997,,,,,,,,,,,,,,,,,,,,5,
670000041558,998,,,,,,,,,,,,,,,,,,,,3,
670000041558,999,,,,,,,,,,,,,,,,,,,,5,
670000041558,1000,6,,,,,,,,,,,,,,,,,,,,4
670000041558,1001,3,,,,2,,,,,,,,,,,,,,,,
670000041558,1002,,,,10,5,5,,,10,,,,,,,,,,,,
670000041558,1003,,,,3,,,,,,,,,,,,,,,,,
670000041558,1004,,,,,,3,19,,,,,,,,,,,,,,
670000041558,1005,,,,,7,,,,,,,,,,,,,,,,
670000041558,1006,,,,,8,,,5,,,,,,,,,,,,,
670000041558,1007,,,,,4,,3,20,-10,,,,,,,,,,,,
670000041558,1008,,,,,9,,9,,,,,,,,,,,,,,
670000041558,1009,,,,,,,5,,,,,,,,,,,,,,
670000041558,1010,,,,,,5,,5,,,,,,,,,,,,,
670000041558,1011,,,,,,5,1,,,,,,,,,,,,,,
670000041558,1012,,,,,,,5,,,,,,,,,,,,,,
670000041558,1013,,,,,,,1,,,,,,,,,,,,,,
670000041558,1014,,,,,,,10,,,,,,,,,,,,,,
670000041558,1015,,,,,,,,10,,,,,,,,,,,,,
670000041558,1016,,,,,,,,15,,,,,,,,,,,,,
670000041558,1017,,,,,,,,3,,,,,,,,,,,,,
670000041558,1018,,,,,,,,1,,,,,,,,,,,,,
670000041558,1019,,,,,,,,2,,,,,,,,,,,,,
670000013769,3,,,13,14,20,-1,23,,,,,,,,,,,,,27,7
670000013769,4,,,,,,,40,,,,,,,,,,,,,,
670000013769,6,,,30,130,50,,45,,,,,,,,,,,,,,6
670000013769,7,,,100,40,20,,95,,,,,,,,,,,,,10,40
670000013769,10,,,10,20,,,10,,,,,,,,,,,,,10,
670000013769,11,,,,,,,3,,,,,,,,,,,,,,
670000013769,14,,,,10,,,22,,,,,,,,,,,,,,
670000013769,16,,,,10,,,,,,,,,,,,,,,14,,
670000013769,18,,,20,,,,,,,,,,,,,,,,,8,17
670000013769,20,,,15,,7,,,,,,,,,,,,,,,8,
670000013769,22,,,,4,,,13,,,,,,,,,,,,,9,
670000013769,24,,,,5,,,17,,,,,,,,,,,,16,,
670000013769,25,,,10,,,,15,,,,,,,,,,,,10,,
670000013769,26,,,10,,20,,,,,,,,,,,,,,15,10,
670000013769,27,,,6,,,,,,,,,,,,,,,,,,
670000013769,28,,,,,,,,,,,,,,,,,,,10,10,
670000013769,29,,,,,,,10,,,,,,,,,,,,,40,
670000013769,31,,,,10,,,7,,,,,,,,,,,,,15,
670000013769,32,,,4,,,,2,,,,,,,,,,,,,,
670000013769,33,,,,,,,,,,,,,,,,,,,7,,
670000013769,34,,,9,,,,,,,,,,,,,,,,,,
670000013769,35,,,,,,,1,,,,,,,,,,,,,,
670000013769,36,,,20,,,,,,,,,,,,,,,,5,3,
670000013769,38,,,,,,,3,,,,,,,,,,,,3,,
670000013769,39,,,15,,,,20,,,,,,,,,,,,,5,
670000013769,41,,,10,,25,,,,,,,,,,,,,,,10,
670000013769,43,,,15,,,,,,,,,,,,,,,,,3,
670000013769,44,,,10,10,10,,15,,,,,,,,,,,,10,14,
670000013769,45,,,2,,,,,,,,,,,,,,,,,,
670000013769,46,,,,,,,,,,,,,,,,,,,15,10,
670000013769,47,,,,5,,,,,,,,,,,,,,,,,
670000013769,48,,,,,,,50,,,,,,,,,,,,,10,
670000013769,49,,,6,,,,10,,,,,,,,,,,,15,,
670000013769,50,,,,,,,10,,,,,,,,,,,,,,
670000013769,52,,,20,,,,18,,,,,,,,,,,,,15,10
670000013769,53,,,3,,5,,,,,,,,,,,,,,3,,
670000013769,54,,,,,,,10,,,,,,,,,,,,,,
670000013769,55,,,,,,,3,,,,,,,,,,,,,,
670000013769,57,,,10,60,30,,50,,,,,,,,,,,,20,20,
670000013769,60,,,40,,,,25,,,,,,,,,,,,10,,10
670000013769,64,,,3,7,,,,,,,,,,,,,,,16,,
670000013769,65,,,,6,,,,,,,,,,,,,,,,,
670000013769,66,,,40,,60,,30,,,,,,,,,,,,15,15,
670000013769,69,,,,,,,25,,,,,,,,,,,,25,25,
670000013769,70,,,,,,,18,,,,,,,,,,,,30,,
670000013769,72,,,10,20,,,,,,,,,,,,,,,10,,
670000013769,73,,,,,,,19,,,,,,,,,,,,12,,
670000013769,76,,,,,,,,,,,,,,,,,,,15,,
670000013769,77,,,,,,,,,,,,,,,,,,,12,,
670000013769,78,,,5,,,,2,,,,,,,,,,,,,3,
670000013769,79,,,,5,,,15,,,,,,,,,,,,12,,
670000013769,80,,,,,,,,,,,,,,,,,,,,10,
670000013769,81,,,,10,,,15,,,,,,,,,,,,,,10
670000013769,82,,,,5,,,,,,,,,,,,,,,,,
670000013769,83,,,,,15,,,,,,,,,,,,,,13,,
670000013769,84,,,,10,,,,,,,,,,,,,,,,15,20
670000013769,86,,,,,,,,,,,,,,,,,,,,,50
670000013769,87,,,,,,,12,,,,,,,,,,,,,,
670000013769,88,,,,,3,,6,,,,,,,,,,,,,26,
670000013769,91,,,,10,,,,,,,,,,,,,,,,,
670000013769,92,,,,5,,,,,,,,,,,,,,,,,
670000013769,97,,,10,,,,,,,,,,,,,,,,,,10
670000013769,100,,,,5,,,,,,,,,,,,,,,,,
670000013769,102,,,35,,,,15,,,,,,,,,,,,10,,
670000013769,104,,,12,10,20,,25,,,,,,,,,,,,12,,
670000013769,106,,,,15,,,19,,,,,,,,,,,,18,,
670000013769,110,,,,,,,,,,,,,,,,,,,,,3
670000013769,111,,,,20,,,15,,,,,,,,,,,,,3,
670000013769,113,,,5,,,,,,,,,,,,,,,,,3,5
670000013769,115,,,20,,,,,,,,,,,,,,,,15,9,
670000013769,117,,,,10,,,15,,,,,,,,,,,,,,10
670000013769,120,,,,80,15,,,,,,,,,,,,,,,50,
670000013769,121,,,,,,,,,,,,,,,,,,,,,6
670000013769,124,,,,,,,17,,,,,,,,,,,,,,
670000013769,125,,,,5,,,,,,,,,,,,,,,,,
670000013769,126,,,,,,,,,,,,,,,,,,,,10,
670000013769,128,,,,50,20,,70,,,,,,,,,,,,,39,26
670000013769,129,,,10,,,,25,,,,,,,,,,,,10,10,
670000013769,130,,,20,70,120,,100,,,,,,,,,,,,,35,
670000013769,132,,,3,3,25,,,,,,,,,,,,,,,,
670000013769,133,,,38,20,10,,20,,,,,,,,,,,,,,
670000013769,135,,,1,,,,2,,,,,,,,,,,,,2,
670000013769,137,,,,,,,,,,,,,,,,,,,,,26
670000013769,138,,,7,5,,,6,,,,,,,,,,,,,,
670000013769,139,,,,2,1,,,,,,,,,,,,,,,,
670000013769,140,,,,20,,,25,,,,,,,,,,,,,10,40
670000013769,141,,,,,25,,,,,,,,,,,,,,,,
670000013769,147,,,20,20,,,20,,,,,,,,,,,,18,,
670000013769,148,,,5,,,,,,,,,,,,,,,,,10,
670000013769,149,,,,,10,,19,,,,,,,,,,,,,12,
670000013769,150,,,,,,,2,,,,,,,,,,,,,,
670000013769,151,,,7,,,,,,,,,,,,,,,,,2,2
670000013769,152,,,,4,20,,32,,,,,,,,,,,,3,,3
670000013769,153,,,,,,,,,,,,,,,,,,,10,10,
670000013769,154,,,8,5,,,5,,,,,,,,,,,,,2,8
670000013769,155,,,6,,,,3,,,,,,,,,,,,11,,
670000013769,156,,,10,20,50,,,,,,,,,,,,,,,,
670000013769,159,,,,,18,,10,,,,,,,,,,,,,10,28
670000013769,160,,,,,,,,,,,,,,,,,,,,,10
670000013769,163,,,8,8,10,,22,,,,,,,,,,,,,10,
670000013769,165,,,1,5,,,,,,,,,,,,,,,,,
670000013769,167,,,,,20,,,,,,,,,,,,,,,,
670000013769,168,,,,,,,15,,,,,,,,,,,,,,
670000013769,170,,,,10,25,,,,,,,,,,,,,,,,14
670000013769,171,,,,,,,5,,,,,,,,,,,,10,,
670000013769,173,,,40,,25,,25,,,,,,,,,,,,13,,20
670000013769,176,,,,3,,,,,,,,,,,,,,,,,
670000013769,177,,,,,,,,,,,,,,,,,,,10,,
670000013769,178,,,10,,,,10,,,,,,,,,,,,,6,10
670000013769,181,,,10,20,,,20,,,,,,,,,,,,10,10,
670000013769,182,,,6,3,12,,12,,,,,,,,,,,,,,
670000013769,183,,,,,8,,,,,,,,,,,,,,,16,
670000013769,185,,,,,,,,,,,,,,,,,,,,12,
670000013769,186,,,5,,,,0,,,,,,,,,,,,,,
670000013769,188,,,,10,33,,23,,,,,,,,,,,,,,
670000013769,189,,,,,10,,12,,,,,,,,,,,,,,
670000013769,190,,,,,,,,,,,,,,,,,,,12,,
670000013769,192,,,,,,,,,,,,,,,,,,,,12,
670000013769,193,,,30,10,50,,35,,,,,,,,,,,,,10,
670000013769,194,,,6,5,8,,17,,,,,,,,,,,,12,,
670000013769,197,,,10,,,,8,,,,,,,,,,,,10,,12
670000013769,198,,,,10,11,,3,,,,,,,,,,,,10,10,5
670000013769,199,,,,,,,,,,,,,,,,,,,,,12
670000013769,203,,,,5,,,15,,,,,,,,,,,,7,,
670000013769,204,,,20,10,,,,,,,,,,,,,,,,,
670000013769,206,,,5,,25,,30,,,,,,,,,,,,,10,
670000013769,207,,,30,,25,,30,,,,,,,,,,,,,,20
670000013769,208,,,,10,,,,,,,,,,,,,,,,12,
670000013769,209,,,13,,,,,,,,,,,,,,,,,,
670000013769,211,,,,,4,,25,,,,,,,,,,,,,,
670000013769,212,,,,,10,,,,,,,,,,,,,,,,
670000013769,213,,,9,,,,,,,,,,,,,,,,,,
670000013769,214,,,5,5,21,,,,,,,,,,,,,,,9,
670000013769,216,,,,,10,,,,,,,,,,,,,,,,
670000013769,219,,,20,,25,,,,,,,,,,,,,,14,,
670000013769,220,,,,,20,,25,,,,,,,,,,,,15,,
670000013769,223,,,,10,,,,,,,,,,,,,,,10,,
670000013769,224,,,11,,5,,,,,,,,,,,,,,5,,5
670000013769,225,,,10,40,20,,45,,,,,,,,,,,,,70,
670000013769,226,,,,1,,,,,,,,,,,,,,,,,
670000013769,227,,,5,9,,,,,,,,,,,,,,,,,
670000013769,228,,,,,5,,22,,,,,,,,,,,,,,
670000013769,229,,,10,,,,25,,,,,,,,,,,,,,
670000013769,231,,,,,,,,,,,,,,,,,,,5,5,
670000013769,232,,,20,30,,,32,,,,,,,,,,,,,15,
670000013769,233,,,,,,,,,,,,,,,,,,,10,,
670000013769,234,,,3,,3,,3,,,,,,,,,,,,,2,
670000013769,236,,,,5,,,3,,,,,,,,,,,,,,
670000013769,237,,,,,,,,,,,,,,,,,,,,12,
670000013769,239,,,,,,,,,,,,,,,,,,,,6,
670000013769,242,,,,10,15,,,,,,,,,,,,,,,,
670000013769,243,,,,3,,,,,,,,,,,,,,,,,
670000013769,244,,,3,3,,,,,,,,,,,,,,,5,,
670000013769,246,,,,,,,20,,,,,,,,,,,,,,
670000013769,247,,,10,10,,,,,,,,,,,,,,,,10,
670000013769,248,,,9,8,,,18,,,,,,,,,,,,18,,
670000013769,249,,,2,,,,,,,,,,,,,,,,,,
670000013769,250,,,,5,8,,,,,,,,,,,,,,,2,
670000013769,251,,,40,80,20,,90,,,,,,,,,,,,,20,
670000013769,252,,,,,8,,,,,,,,,,,,,,,,11
670000013769,253,,,10,10,20,,5,,,,,,,,,,,,,,
670000013769,256,,,,,,,25,,,,,,,,,,,,15,,
670000013769,257,,,6,10,,,25,,,,,,,,,,,,,10,
670000013769,258,,,10,10,,,,,,,,,,,,,,,8,,
670000013769,261,,,8,0,,,5,,,,,,,,,,,,,5,5
670000013769,262,,,5,16,12,,22,,,,,,,,,,,,,,
670000013769,263,,,20,,,,25,,,,,,,,,,,,,20,
670000013769,264,,,,,,,8,,,,,,,,,,,,,,
670000013769,266,,,,,,,5,,,,,,,,,,,,10,,
670000013769,267,,,5,,,,,,,,,,,,,,,,,,
670000013769,268,,,20,,,,25,,,,,,,,,,,,,,
670000013769,269,,,,,,,10,,,,,,,,,,,,13,,
670000013769,270,,,4,9,25,,,,,,,,,,,,,,,,4
670000013769,271,,,,4,5,,3,,,,,,,,,,,,,,
670000013769,276,,,10,10,20,,20,,,,,,,,,,,,10,,10
670000013769,277,,,10,50,,,75,,,,,,,,,,,,13,,
670000013769,278,,,20,18,10,,26,,,,,,,,,,,,,,
670000013769,279,,,,,7,,10,,,,,,,,,,,,,,
670000013769,280,,,12,,,,12,,,,,,,,,,,,,5,
670000013769,281,,,10,10,25,,25,,,,,,,,,,,,10,10,
670000013769,282,,,8,3,10,,6,,,,,,,,,,,,,,
670000013769,283,,,5,,,,10,,,,,,,,,,,,10,,
670000013769,285,,,5,,,,5,,,,,,,,,,,,,10,
670000013769,290,,,10,4,,,23,,,,,,,,,,,,10,,
670000013769,291,,,,10,,,,,,,,,,,,,,,10,12,
670000013769,295,,,,,23,,5,,,,,,,,,,,,,,
670000013769,296,,,,,,,25,,,,,,,,,,,,12,,
670000013769,297,,,,,,,12,,,,,,,,,,,,,,
670000013769,298,,,,,,,,,,,,,,,,,,,,10,10
670000013769,299,,,10,5,10,,20,,,,,,,,,,,,10,,20
670000013769,300,,,6,,,,,,,,,,,,,,,,,,
670000013769,301,,,,,,,12,,,,,,,,,,,,,13,
670000013769,304,,,10,30,20,,35,,,,,,,,,,,,,,
670000013769,305,,,2,,,,,,,,,,,,,,,,,,
670000013769,307,,,10,7,,,,,,,,,,,,,,,,10,
670000013769,312,,,,8,,,,,,,,,,,,,,,,,2
670000013769,315,,,3,,,,,,,,,,,,,,,,,6,
670000013769,316,,,6,,,,17,,,,,,,,,,,,,9,
670000013769,317,,,,,,,,,,,,,,,,,,,2,,
670000013769,318,,,,,,,,,,,,,,,,,,,,2,
670000013769,320,,,6,10,,,10,,,,,,,,,,,,,10,
670000013769,321,,,,,30,,,,,,,,,,,,,,15,,
670000013769,322,,,,,,,6,,,,,,,,,,,,15,,
670000013769,323,,,1,,,,,,,,,,,,,,,,,,
670000013769,327,,,20,,,,0,,,,,,,,,,,,,,
670000013769,328,,,,3,6,,25,,,,,,,,,,,,,,
670000013769,330,,,30,20,,,15,,,,,,,,,,,,,,2
670000013769,331,,,,,35,,,,,,,,,,,,,,,,
670000013769,332,,,,,,,,,,,,,,,,,,,,5,
670000013769,333,,,,10,,,20,,,,,,,,,,,,15,,
670000013769,334,,,25,25,16,,50,,,,,,,,,,,,,25,
670000013769,335,,,,,2,,2,,,,,,,,,,,,,2,
670000013769,336,,,,,,,,,,,,,,,,,,,5,,
670000013769,338,,,40,,18,,25,,,,,,,,,,,,13,,16
670000013769,339,,,3,,7,,9,,,,,,,,,,,,3,,
670000013769,340,,,,20,,,,,,,,,,,,,,,,20,
670000013769,344,,,,10,,,,,,,,,,,,,,,10,,20
670000013769,347,,,,15,,,,,,,,,,,,,,,,10,
670000013769,348,,,3,27,,,20,,,,,,,,,,,,,,
670000013769,349,,,,,25,,10,,,,,,,,,,,,5,3,
670000013769,351,,,,,,,7,,,,,,,,,,,,8,,
